building_id,site_id,building_id_kaggle,site_id_kaggle,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,hotwater,chilledwater,steam,water,irrigation,solar,gas,industry,subindustry,heatingtype,yearbuilt,date_opened,numberoffloors,occupants,energystarscore,eui,site_eui,source_eui,leed_level,rating
Fox_lodging_Angla,Fox,225.0,2.0,Lodging/residential,Dormitory,20115.9,216526.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1967.0,,,,,,,,,
Fox_office_Carson,Fox,226.0,2.0,Office,Office,6891.5,74180.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1930.0,,,,,,,,,
Fox_assembly_Cecelia,Fox,227.0,2.0,Entertainment/public assembly,Museum,1591.6,17132.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,1918.0,,,,,,,,,
Fox_lodging_Warren,Fox,228.0,2.0,Lodging/residential,Dormitory,4562.3,49108.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1951.0,,,,,,,,,
Fox_education_Eddy,Fox,229.0,2.0,Education,College Classroom,13015.0,140092.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Shawanda,Fox,230.0,2.0,Education,Primary/Secondary Classroom,960.1,10334.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Stacia,Fox,231.0,2.0,Education,College Laboratory,3134.5,33739.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1939.0,,,,,,,,,
Fox_assembly_Gary,Fox,232.0,2.0,Entertainment/public assembly,Swimming Pool,2261.7,24345.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,,,,,,,Education,College/University,,1981.0,,,,,,,,,
Fox_education_Rudolph,Fox,233.0,2.0,Education,College Classroom,2335.5,25139.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1970.0,,,,,,,,,
Fox_education_Louie,Fox,234.0,2.0,Education,College Classroom,16645.2,179167.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1971.0,,,,,,,,,
Fox_education_Ashli,Fox,235.0,2.0,Education,College Classroom,864.8,9309.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1970.0,,,,,,,,,
Fox_assembly_Cathy,Fox,236.0,2.0,Entertainment/public assembly,Museum,13386.0,144086.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1989.0,,,,,,,,,
Fox_public_Bart,Fox,237.0,2.0,Public services,Library,9407.5,101262.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1982.0,,,,,,,,,
Fox_office_Bernard,Fox,238.0,2.0,Office,Office,4182.2,45017.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_lodging_Jina,Fox,239.0,2.0,Lodging/residential,Dormitory,9888.6,106440.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1963.0,,,,,,,,,
Fox_lodging_Frances,Fox,240.0,2.0,Lodging/residential,Dormitory,10340.5,111304.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1964.0,,,,,,,,,
Fox_assembly_Terrell,Fox,241.0,2.0,Entertainment/public assembly,Sports Stadium,4830.9,51999.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,1974.0,,,,,,,,,
Fox_parking_Lynelle,Fox,242.0,2.0,Parking,Parking Garage,14596.3,157113.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,1987.0,,,,,,,,,
Fox_parking_Felipa,Fox,243.0,2.0,Parking,Parking Garage,51767.1,557217.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,2004.0,,,,,,,,,
Fox_education_Dewayne,Fox,244.0,2.0,Education,College Classroom,8892.4,95717.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Shirley,Fox,245.0,2.0,Education,College Classroom,8220.6,88486.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_office_Alice,Fox,246.0,2.0,Office,Office,18806.8,202435.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1967.0,,,,,,,,,
Fox_education_Marlana,Fox,247.0,2.0,Education,College Laboratory,5997.8,64560.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1965.0,,,,,,,,,
Fox_education_Melvin,Fox,248.0,2.0,Education,College Laboratory,2289.4,24643.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1982.0,,,,,,,,,
Fox_assembly_Renna,Fox,249.0,2.0,Entertainment/public assembly,Planetarium,16671.4,179449.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1976.0,,,,,,,,,
Fox_education_Lilly,Fox,250.0,2.0,Education,College Laboratory,12236.3,131710.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1991.0,,,,,,,,,
Fox_education_Virginia,Fox,251.0,2.0,Education,College Classroom,1186.7,12773.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Marcelina,Fox,252.0,2.0,Education,College Classroom,400.8,4314.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1907.0,,,,,,,,,
Fox_education_Virgil,Fox,253.0,2.0,Education,College Laboratory,6123.0,65907.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1964.0,,,,,,,,,
Fox_assembly_Johnnie,Fox,254.0,2.0,Entertainment/public assembly,Fitness Center,23668.5,254766.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1989.0,,,,,,,,,
Fox_education_Suzan,Fox,255.0,2.0,Education,College Classroom,4559.5,49078.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1914.0,,,,,,,,,
Fox_education_Lesley,Fox,256.0,2.0,Education,Primary/Secondary Classroom,1555.6,16744.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Burton,Fox,257.0,2.0,Education,College Classroom,7028.1,75650.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Shaun,Fox,258.0,2.0,Education,College Classroom,6616.9,71224.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Cynthia,Fox,259.0,2.0,Education,College Laboratory,7197.1,77469.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Jacqueline,Fox,260.0,2.0,Education,College Classroom,11797.3,126985.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1979.0,,,,,,,,,
Fox_education_Tamika,Fox,261.0,2.0,Education,College Laboratory,8339.9,89770.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Fox_assembly_Leeanne,Fox,262.0,2.0,Entertainment/public assembly,Sports Stadium,1932.8,20804.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,1999.0,,,,,,,,,
Fox_education_Claire,Fox,263.0,2.0,Education,College Classroom,8145.1,87673.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1960.0,,,,,,,,,
Fox_office_Edythe,Fox,264.0,2.0,Office,Office,7772.3,83660.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1973.0,,,,,,,,,
Fox_office_Thelma,Fox,265.0,2.0,Office,Office,11052.3,118966.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1988.0,,,,,,,,,
Fox_education_Kris,Fox,266.0,2.0,Education,Student Union,2837.5,30543.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Fox_assembly_Carlos,Fox,267.0,2.0,Entertainment/public assembly,Fitness Center,6706.9,72193.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,2013.0,,,,,,,,,
Fox_assembly_Tony,Fox,268.0,2.0,Entertainment/public assembly,Fitness Center,7231.9,77844.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_assembly_Bradley,Fox,269.0,2.0,Entertainment/public assembly,Sports Stadium,75207.8,809530.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,1958.0,,,,,,,,,
Fox_office_Easter,Fox,270.0,2.0,Office,Office,2766.5,29778.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Carleen,Fox,271.0,2.0,Education,College Laboratory,6635.2,71421.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_Henrietta,Fox,272.0,2.0,Education,College Laboratory,425.8,4583.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Fox_office_Zachary,Fox,273.0,2.0,Office,Office,13038.5,140345.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_office_Brandy,Fox,274.0,2.0,Office,Office,3921.8,42214.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,1985.0,,,,,,,,,
Fox_office_Vicki,Fox,275.0,2.0,Office,Office,6580.5,70832.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,2014.0,,,,,,,,,
Fox_office_Joy,Fox,276.0,2.0,Office,Office,6581.0,70837.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,2014.0,,,,,,,,,
Fox_education_Ray,Fox,277.0,2.0,Education,Student Union,1185.5,12761.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1909.0,,,,,,,,,
Fox_office_Gaylord,Fox,278.0,2.0,Office,Office,13759.0,148101.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Fox_education_John,Fox,279.0,2.0,Education,College Laboratory,4587.9,49384.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1967.0,,,,,,,,,
Fox_assembly_Dixie,Fox,280.0,2.0,Entertainment/public assembly,Sports Stadium,9801.7,105505.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,2008.0,,,,,,,,,
Fox_food_Scott,Fox,281.0,2.0,Food sales and service,Restaurant,2681.4,28862.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_office_Juana,Fox,282.0,2.0,Office,Office,2671.0,28750.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_assembly_Sheldon,Fox,283.0,2.0,Entertainment/public assembly,Fitness Center,4823.5,51920.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
Fox_assembly_Adrianne,Fox,284.0,2.0,Entertainment/public assembly,Sports Stadium,21391.8,230259.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1975.0,,,,,,,,,
Fox_utility_Marian,Fox,285.0,2.0,Utility,Central Plant,2040.0,21958.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,,,,,,,,,,
Fox_lodging_Morris,Fox,286.0,2.0,Lodging/residential,Dormitory,3051.0,32841.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1935.0,,,,,,,,,
Fox_office_Rowena,Fox,287.0,2.0,Office,Office,3132.0,33713.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1956.0,,,,,,,,,
Fox_assembly_Christie,Fox,288.0,2.0,Entertainment/public assembly,Fitness Center,997.1,10733.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,2005.0,,,,,,,,,
Fox_assembly_Lakeisha,Fox,289.0,2.0,Entertainment/public assembly,Fitness Center,898.0,9666.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,,,,,,,Education,College/University,,2005.0,,,,,,,,,
Fox_office_Karima,Fox,290.0,2.0,Office,Office,4806.1,51732.0,33.42442530000004,-111.92814039999979,US/Mountain,Yes,,Yes,,,,,,Education,College/University,,1966.0,,,,,,,,,
Rat_public_Dalia,Rat,291.0,3.0,Public services,Police Station,8420.3,90635.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2011.0,,,,,,,,,
Rat_public_Muriel,Rat,292.0,3.0,Public services,Social/Meeting Hall,3134.8,33743.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_office_Adele,Rat,293.0,3.0,Office,Office,37904.4,408000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2010.0,,,,,,,,,
Rat_education_Angelica,Rat,,3.0,Education,K-12 School,5202.6,56000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1964.0,,,,,,,,,
Rat_education_Moises,Rat,,3.0,Education,K-12 School,7794.6,83900.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1950.0,,,,,,,,,
Rat_assembly_Ezequiel,Rat,294.0,3.0,Entertainment/public assembly,Other - Recreation,1385.5,14913.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Colin,Rat,295.0,3.0,Education,K-12 School,7748.1,83400.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1942.0,,,,,,,,,
Rat_office_Ashlee,Rat,,3.0,Office,Office,2186.9,23540.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_public_Chrissy,Rat,296.0,3.0,Public services,Library,2043.9,22000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Denise,Rat,,3.0,Education,K-12 School,6085.1,65500.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1971.0,,,,,,,,,
Rat_education_Wilmer,Rat,297.0,3.0,Education,K-12 School,6150.2,66200.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1950.0,,,,,,,,,
Rat_assembly_Kristine,Rat,298.0,3.0,Entertainment/public assembly,Other - Recreation,3673.5,39541.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Conrad,Rat,299.0,3.0,Education,K-12 School,33073.5,356000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2014.0,,,,,,,,,
Rat_education_Rogelio,Rat,300.0,3.0,Education,K-12 School,5834.3,62800.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2014.0,,,,,,,,,
Rat_public_Nell,Rat,301.0,3.0,Public services,Police Station,4754.4,51176.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Calvin,Rat,302.0,3.0,Education,K-12 School,5304.8,57100.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2015.0,,,,,,,,,
Rat_assembly_Dovie,Rat,303.0,3.0,Entertainment/public assembly,Other - Recreation,1481.8,15950.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_assembly_Jannie,Rat,304.0,3.0,Entertainment/public assembly,Other - Recreation,18051.1,194300.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1900.0,,,,,,,,,
Rat_office_Ronald,Rat,305.0,3.0,Office,Office,802.4,8637.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Debra,Rat,306.0,3.0,Education,K-12 School,4784.5,51500.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1931.0,,,,,,,,,
Rat_public_Roberta,Rat,307.0,3.0,Public services,Fire Station,1010.1,10873.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Mac,Rat,,3.0,Education,K-12 School,6108.5,65751.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_public_Lynda,Rat,308.0,3.0,Public services,Fire Station,467.6,5033.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_assembly_Jennie,Rat,309.0,3.0,Entertainment/public assembly,Other - Recreation,192.0,2067.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_public_Ramon,Rat,310.0,3.0,Public services,Other - Public Services,2043.9,22000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Lonnie,Rat,311.0,3.0,Education,K-12 School,4645.2,50000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1928.0,,,,,,,,,
Rat_assembly_Gerald,Rat,312.0,3.0,Entertainment/public assembly,Other - Recreation,615.5,6625.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Kandice,Rat,313.0,3.0,Education,K-12 School,9643.3,103800.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Barbara,Rat,314.0,3.0,Education,K-12 School,20903.2,225000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_assembly_Trudy,Rat,315.0,3.0,Entertainment/public assembly,Other - Recreation,1917.9,20644.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_public_Sean,Rat,316.0,3.0,Public services,Other - Public Services,7297.5,78550.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_office_Jeannie,Rat,317.0,3.0,Office,Office,1495.6,16098.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_office_Craig,Rat,318.0,3.0,Office,Office,9754.8,105000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_public_Leo,Rat,319.0,3.0,Public services,Fire Station,1217.0,13100.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1929.0,,,,,,,,,
Rat_education_Dreama,Rat,320.0,3.0,Education,K-12 School,9801.3,105500.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_public_Clyde,Rat,321.0,3.0,Public services,Fire Station,1478.4,15913.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Renee,Rat,322.0,3.0,Education,K-12 School,3445.1,37083.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1908.0,,,,,,,,,
Rat_education_Nellie,Rat,323.0,3.0,Education,K-12 School,26217.2,282200.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1928.0,,,,,,,,,
Rat_assembly_Deandre,Rat,324.0,3.0,Entertainment/public assembly,Other - Recreation,1106.5,11910.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Winnie,Rat,325.0,3.0,Education,Other - Education,5499.9,59200.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1959.0,,,,,,,,,
Rat_assembly_Monica,Rat,326.0,3.0,Entertainment/public assembly,Other - Recreation,4231.5,45548.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Kelsey,Rat,327.0,3.0,Education,K-12 School,9227.6,99325.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1927.0,,,,,,,,,
Rat_education_Leonardo,Rat,328.0,3.0,Education,K-12 School,4385.0,47200.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1935.0,,,,,,,,,
Rat_assembly_Victorina,Rat,329.0,3.0,Entertainment/public assembly,Other - Recreation,291.1,3133.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Rosalyn,Rat,330.0,3.0,Education,K-12 School,6038.7,65000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Theo,Rat,331.0,3.0,Education,K-12 School,26830.4,288800.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1923.0,,,,,,,,,
Rat_education_Marcos,Rat,332.0,3.0,Education,K-12 School,8398.4,90400.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Earnest,Rat,333.0,3.0,Education,K-12 School,5564.9,59900.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1962.0,,,,,,,,,
Rat_education_Eleonora,Rat,,3.0,Education,K-12 School,10683.8,115000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2004.0,,,,,,,,,
Rat_education_Zina,Rat,334.0,3.0,Education,K-12 School,5304.8,57100.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1960.0,,,,,,,,,
Rat_office_Lora,Rat,335.0,3.0,Office,Office,21274.8,229000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2010.0,,,,,,,,,
Rat_education_Elisa,Rat,336.0,3.0,Education,K-12 School,3994.8,43000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1923.0,,,,,,,,,
Rat_assembly_Teddy,Rat,337.0,3.0,Entertainment/public assembly,Swimming Pool,2074.9,22334.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1977.0,,,,,,,,,
Rat_assembly_Aisha,Rat,338.0,3.0,Entertainment/public assembly,Other - Recreation,2211.4,23803.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1969.0,,,,,,,,,
Rat_education_Francisca,Rat,339.0,3.0,Education,K-12 School,6605.4,71100.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_assembly_Lillie,Rat,340.0,3.0,Entertainment/public assembly,Other - Recreation,171.2,1843.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Mavis,Rat,341.0,3.0,Education,K-12 School,14678.7,158000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1959.0,,,,,,,,,
Rat_lodging_Dwight,Rat,342.0,3.0,Lodging/residential,Other - Lodging/Residential,1432.6,15420.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_public_Margart,Rat,343.0,3.0,Public services,Library,2043.9,22000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Penny,Rat,,3.0,Education,K-12 School,7014.2,75500.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2007.0,,,,,,,,,
Rat_education_Paula,Rat,344.0,3.0,Education,K-12 School,7200.0,77500.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1942.0,,,,,,,,,
Rat_lodging_Lakisha,Rat,345.0,3.0,Lodging/residential,Multifamily Housing,673.5,7250.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_assembly_Teodoro,Rat,346.0,3.0,Entertainment/public assembly,Other - Recreation,1645.2,17709.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Earl,Rat,347.0,3.0,Education,K-12 School,7051.3,75900.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1974.0,,,,,,,,,
Rat_education_Veronica,Rat,,3.0,Education,K-12 School,14307.1,154000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,2015.0,,,,,,,,,
Rat_public_Kelly,Rat,348.0,3.0,Public services,Fire Station,982.6,10577.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1969.0,,,,,,,,,
Rat_public_Mabel,Rat,349.0,3.0,Public services,Police Station,4189.7,45098.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Nydia,Rat,350.0,3.0,Education,K-12 School,7785.3,83800.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1944.0,,,,,,,,,
Rat_education_Fernando,Rat,351.0,3.0,Education,K-12 School,5472.7,58908.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1910.0,,,,,,,,,
Rat_education_Pat,Rat,352.0,3.0,Education,K-12 School,13461.6,144900.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Milagros,Rat,353.0,3.0,Education,K-12 School,9262.4,99700.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1955.0,,,,,,,,,
Rat_education_Barney,Rat,354.0,3.0,Education,Other - Education,7200.0,77500.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
Rat_education_Dann,Rat,355.0,3.0,Education,K-12 School,16954.8,182500.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1970.0,,,,,,,,,
Rat_public_Julieann,Rat,356.0,3.0,Public services,Social/Meeting Hall,402.8,4336.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,
